step,type,amount,nameOrig,oldbalanceOrg,newbalanceOrig,nameDest,oldbalanceDest,newbalanceDest,isFraud,isPayment,isMovement,accountDiff
492,CASH_IN,128647.18,C1068873925,9899972.38,10028619.55,C1226907316,147908.47,19261.3,0,0,0,9752063.91
188,CASH_OUT,162373.41,C2098842522,101243.0,0.0,C287933084,1487342.16,1649715.57,0,0,1,1386099.16
362,TRANSFER,60314.32,C1597827743,60314.32,0.0,C1103826731,0.0,0.0,1,0,1,60314.32
351,CASH_OUT,141286.07,C2022140380,0.0,0.0,C442964028,415023.05,556309.12,0,0,1,415023.05
402,TRANSFER,143592.89,C283218785,143592.89,0.0,C1008131550,0.0,0.0,1,0,1,143592.89
308,CASH_OUT,142646.04,C297056722,528.0,0.0,C944678070,0.0,142646.04,0,0,1,528.0
217,TRANSFER,108783.2,C829027470,108783.2,0.0,C1294736725,0.0,0.0,1,0,1,108783.2
671,CASH_OUT,36956.27,C1768139815,36956.27,0.0,C1475840276,116628.89,153585.15,1,0,1,79672.62
459,CASH_OUT,277611.08,C2028451849,277611.08,0.0,C677754789,1588077.25,1865688.33,1,0,1,1310466.17
378,PAYMENT,6126.38,C661164654,197840.0,191713.62,M187954306,0.0,0.0,0,1,0,197840.0
471,CASH_OUT,150344.4,C274200649,1148.0,0.0,C996710314,0.0,150344.4,0,0,1,1148.0
239,CASH_OUT,63944.13,C963749685,63944.13,0.0,C816242963,3034987.39,3098931.52,1,0,1,2971043.2600000002
282,CASH_OUT,118528.45,C1233193743,0.0,0.0,C1809307137,2012888.91,2131417.36,0,0,1,2012888.91
206,CASH_OUT,236797.48,C382965740,0.0,0.0,C479882778,1179860.31,1416657.79,0,0,1,1179860.31
173,CASH_OUT,2177218.43,C450561445,2177218.43,0.0,C1075348177,0.0,2177218.43,1,0,1,2177218.43
493,CASH_OUT,176477.5,C924684162,0.0,0.0,C1818829590,772239.37,948716.88,0,0,1,772239.37
212,CASH_OUT,3640983.71,C1978111036,3640983.71,0.0,C105806122,409527.87,4050511.58,1,0,1,3231455.84
468,CASH_OUT,155926.42,C19001916,155926.42,0.0,C654239643,369481.23,525407.65,1,0,1,213554.80999999997
303,CASH_OUT,251105.61,C1413795778,3559.0,0.0,C1640338489,0.0,251105.61,0,0,1,3559.0
58,CASH_OUT,6501303.14,C1033290326,6501303.14,0.0,C1721246847,4439499.5,10940802.64,1,0,1,2061803.6399999997
7,CASH_OUT,371574.2,C698325633,0.0,0.0,C801142660,2193547.2,3504660.25,0,0,1,2193547.2
319,CASH_OUT,4895343.33,C2003694835,4895343.33,0.0,C1708120011,286035.4,5181378.73,1,0,1,4609307.93
281,PAYMENT,4785.42,C1527546461,209.0,0.0,M1791354461,0.0,0.0,0,1,0,209.0
381,PAYMENT,942.51,C369047544,0.0,0.0,M1907202267,0.0,0.0,0,1,0,0.0
235,CASH_OUT,19688.39,C732713171,136.0,0.0,C1211791714,0.0,19688.39,0,0,1,136.0
141,PAYMENT,2775.49,C1886225157,105427.86,102652.38,M847518723,0.0,0.0,0,1,0,105427.86
9,CASH_OUT,224952.6,C1015755917,0.0,0.0,C362585233,3022788.23,4880735.77,0,0,1,3022788.23
301,CASH_IN,347823.01,C2107972962,14184700.08,14532523.08,C60240850,7502204.79,7154381.78,0,0,0,6682495.29
254,CASH_OUT,184097.73,C2024521592,46501.0,0.0,C1896332934,0.0,184097.73,0,0,1,46501.0
307,CASH_IN,122302.65,C1132989859,3689540.43,3811843.08,C1568951501,549101.38,426798.73,0,0,0,3140439.0500000003
331,PAYMENT,8900.71,C1720489452,55056.0,46155.29,M86797786,0.0,0.0,0,1,0,55056.0
96,CASH_IN,12661.73,C271305799,11092.0,23753.73,C903810142,2092519.53,2079857.8,0,0,0,2081427.53
204,CASH_IN,247156.98,C2138745522,50268.0,297424.98,C531181035,291431.65,44274.67,0,0,0,241163.65000000002
353,CASH_OUT,38472.97,C2078112278,20536.0,0.0,C55343028,0.0,38472.97,0,0,1,20536.0
218,TRANSFER,957432.32,C1415925120,957432.32,0.0,C1578069849,0.0,0.0,1,0,1,957432.32
489,CASH_OUT,177925.98,C1173355296,177925.98,0.0,C265276524,70857.67,248783.65,1,0,1,107068.31000000001
299,CASH_OUT,13811.09,C1676587326,0.0,0.0,C450479984,187087.5,200898.59,0,0,1,187087.5
497,CASH_OUT,918087.96,C1842546630,918087.96,0.0,C1559008731,322224.88,1240312.84,1,0,1,595863.08
188,CASH_OUT,276592.21,C293124944,0.0,0.0,C1264418498,2828509.61,3105101.82,0,0,1,2828509.61
163,CASH_OUT,238309.35,C258971556,0.0,0.0,C1923549857,1153685.57,1391994.91,0,0,1,1153685.57
10,CASH_OUT,331879.03,C1378164716,391501.58,59622.55,C929266212,1855093.98,2186973.01,0,0,1,1463592.4
298,CASH_IN,116331.26,C578503183,200827.0,317158.26,C38808790,0.0,0.0,0,0,0,200827.0
347,TRANSFER,749209.17,C546074573,300330.0,0.0,C413131872,0.0,749209.17,0,0,1,300330.0
144,CASH_IN,436226.53,C1900092698,338301.71,774528.24,C1030079507,2724676.69,2288450.16,0,0,0,2386374.98
691,CASH_IN,140323.15,C1694237368,1343466.01,1483789.16,C710615083,825823.92,685500.77,0,0,0,517642.08999999997
316,TRANSFER,158279.4,C2088071095,158279.4,0.0,C2038364008,0.0,0.0,1,0,1,158279.4
202,PAYMENT,3785.85,C1993784517,121818.25,118032.4,M280746661,0.0,0.0,0,1,0,121818.25
405,TRANSFER,35800.87,C415921731,75406.0,39605.13,C1060448564,854914.52,890715.39,0,0,1,779508.52
608,CASH_OUT,27985.73,C2032783178,27985.73,0.0,C385133759,5079508.41,5107494.15,1,0,1,5051522.68
142,TRANSFER,551301.51,C120111233,0.0,0.0,C1139985532,2279878.65,2831180.16,0,0,1,2279878.65
257,PAYMENT,21214.51,C854472994,318984.0,297769.49,M477029018,0.0,0.0,0,1,0,318984.0
404,CASH_IN,103348.01,C1223599839,8337177.79,8440525.8,C143383320,375845.42,272497.41,0,0,0,7961332.37
322,TRANSFER,108213.6,C586432166,108213.6,0.0,C810627720,0.0,0.0,1,0,1,108213.6
735,CASH_OUT,256417.06,C1441986673,256417.06,0.0,C1500556384,811137.89,1067554.95,1,0,1,554720.8300000001
156,CASH_OUT,289780.68,C808943790,0.0,0.0,C1640508858,1642680.54,1932461.22,0,0,1,1642680.54
307,TRANSFER,441423.44,C1716496327,441423.44,0.0,C200111106,0.0,0.0,1,0,1,441423.44
348,CASH_OUT,323963.14,C1496665994,223442.0,0.0,C348494722,462323.57,786286.71,0,0,1,238881.57
359,PAYMENT,7092.02,C348562477,6258.0,0.0,M843243231,0.0,0.0,0,1,0,6258.0
400,PAYMENT,18540.08,C912798479,0.0,0.0,M644540051,0.0,0.0,0,1,0,0.0
237,CASH_OUT,120291.16,C990576463,0.0,0.0,C785886818,490510.49,610801.65,0,0,1,490510.49
209,PAYMENT,6317.59,C1125497040,182.0,0.0,M1385117070,0.0,0.0,0,1,0,182.0
308,TRANSFER,74935.33,C1503559236,55904.14,0.0,C1244142424,11619539.66,11694474.98,0,0,1,11563635.52
548,CASH_OUT,40309.11,C1932940322,30881.0,0.0,C830867656,1750033.39,1790342.49,0,0,1,1719152.39
180,PAYMENT,6315.56,C79505127,16348.0,10032.44,M1768339361,0.0,0.0,0,1,0,16348.0
336,CASH_OUT,205129.12,C758551247,205129.12,0.0,C635085468,480559.02,685688.15,1,0,1,275429.9
190,CASH_OUT,412622.41,C1801500248,0.0,0.0,C440746955,7665553.5,8351122.08,0,0,1,7665553.5
43,CASH_OUT,21987.0,C983847519,21987.0,0.0,C868283274,123690.93,145677.94,1,0,1,101703.93
382,PAYMENT,41857.35,C1381943355,0.0,0.0,M1646874856,0.0,0.0,0,1,0,0.0
229,CASH_OUT,247706.71,C516122721,0.0,0.0,C1914141385,572825.94,820532.65,0,0,1,572825.94
275,CASH_IN,143153.91,C39151935,20022.0,163175.91,C2045460784,907289.3,764135.39,0,0,0,887267.3
326,PAYMENT,992.86,C39500431,0.0,0.0,M914617102,0.0,0.0,0,1,0,0.0
105,TRANSFER,40413.81,C906016775,40413.81,0.0,C2138340769,0.0,0.0,1,0,1,40413.81
188,CASH_OUT,144525.68,C24052970,18485.75,0.0,C1697825507,293192.83,437718.5,0,0,1,274707.08
402,CASH_OUT,37973.1,C1210598173,0.0,0.0,C1847914174,3365328.88,3403301.98,0,0,1,3365328.88
646,TRANSFER,10000000.0,C590657619,50399045.08,40399045.08,C1971187430,0.0,0.0,1,0,1,50399045.08
155,CASH_OUT,101974.39,C1058755030,0.0,0.0,C1725226256,217737.46,319711.85,0,0,1,217737.46
164,CASH_IN,246416.25,C2008208993,4467885.91,4714302.16,C81366651,782148.86,535732.61,0,0,0,3685737.0500000003
10,CASH_OUT,198520.0,C1291225183,18.0,0.0,C547644464,3169089.69,4116736.92,0,0,1,3169071.69
17,CASH_OUT,332411.91,C727290840,92135.0,0.0,C1974126630,0.0,332411.91,0,0,1,92135.0
347,CASH_IN,237436.46,C2051740759,107265.0,344701.46,C108656129,1815092.92,1577656.45,0,0,0,1707827.92
308,PAYMENT,9363.59,C1441135897,68548.0,59184.41,M674116595,0.0,0.0,0,1,0,68548.0
228,CASH_OUT,111397.18,C1976852958,0.0,0.0,C1320394517,1623505.6,1734902.77,0,0,1,1623505.6
162,CASH_IN,40816.97,C1200749022,8054630.43,8095447.4,C1626422253,189979.07,149162.1,0,0,0,7864651.359999999
58,CASH_OUT,3156421.43,C597790533,3156421.43,0.0,C1365109989,181440.45,3337861.88,1,0,1,2974980.98
376,CASH_IN,115628.18,C1672445736,11223371.83,11339000.01,C427931869,2813748.72,2698120.54,0,0,0,8409623.11
257,CASH_OUT,55903.28,C1912566634,0.0,0.0,C239731893,2214396.63,2270299.9,0,0,1,2214396.63
40,CASH_IN,137630.69,C539231400,1228168.71,1365799.4,C1906677016,323570.25,185939.56,0,0,0,904598.46
402,CASH_OUT,102197.94,C308790077,40815.0,0.0,C1369095486,0.0,102197.94,0,0,1,40815.0
348,PAYMENT,30225.44,C1166318317,10051.0,0.0,M1764683243,0.0,0.0,0,1,0,10051.0
162,CASH_OUT,64865.86,C1715533471,766672.0,701806.14,C61462541,3446372.36,3511238.22,0,0,1,2679700.36
187,CASH_IN,310355.31,C854619244,10723.0,321078.31,C40481485,1596.78,0.0,0,0,0,9126.22
160,CASH_OUT,251748.53,C1393976491,20190.0,0.0,C965633676,297977.33,549725.86,0,0,1,277787.33
15,CASH_OUT,186082.12,C1139493181,0.0,0.0,C1810510489,4461287.94,4647370.06,0,0,1,4461287.94
207,CASH_IN,128070.95,C1676670417,7324806.63,7452877.58,C758627209,195118.35,67047.4,0,0,0,7129688.28
8,TRANSFER,43092.0,C1683174795,43092.0,0.0,C427998326,0.0,0.0,1,0,1,43092.0
391,TRANSFER,4559921.56,C785953522,4559921.56,0.0,C1331350711,0.0,0.0,1,0,1,4559921.56
511,TRANSFER,150929.12,C421782533,150929.12,0.0,C2098308110,0.0,0.0,1,0,1,150929.12
205,CASH_OUT,112472.03,C957485286,23786.0,0.0,C1349130090,1063691.34,1176163.37,0,0,1,1039905.3400000001
399,TRANSFER,277518.19,C2001949069,0.0,0.0,C974236077,1215759.98,1493278.17,0,0,1,1215759.98
187,CASH_IN,130420.17,C1420963767,6727217.25,6857637.42,C1972190120,3754934.42,3624514.25,0,0,0,2972282.83
201,PAYMENT,6431.12,C2059375820,0.0,0.0,M55426021,0.0,0.0,0,1,0,0.0
41,PAYMENT,7317.67,C340761121,0.0,0.0,M754114444,0.0,0.0,0,1,0,0.0
129,TRANSFER,33582.39,C205642156,0.0,0.0,C2044749637,102634.4,136216.79,0,0,1,102634.4
156,PAYMENT,2348.03,C592549735,0.0,0.0,M663271072,0.0,0.0,0,1,0,0.0
367,TRANSFER,520500.14,C75004200,520500.14,0.0,C687978944,0.0,0.0,1,0,1,520500.14
347,CASH_IN,203792.43,C606844490,74912.0,278704.43,C1142247227,0.0,0.0,0,0,0,74912.0
274,CASH_IN,35637.89,C1675904487,889063.06,924700.95,C1490224890,385009.33,349371.44,0,0,0,504053.73000000004
43,CASH_IN,119469.88,C1135450892,1178727.6,1298197.49,C1908869642,325749.27,206279.39,0,0,0,852978.3300000001
210,PAYMENT,2369.01,C754890880,0.0,0.0,M361928228,0.0,0.0,0,1,0,0.0
629,TRANSFER,547672.2,C1661851556,547672.2,0.0,C1014616442,0.0,0.0,1,0,1,547672.2
42,PAYMENT,2407.88,C335129382,0.0,0.0,M311638747,0.0,0.0,0,1,0,0.0
378,PAYMENT,4982.19,C1122160796,94793.0,89810.81,M41237620,0.0,0.0,0,1,0,94793.0
256,CASH_OUT,56638.75,C1373999647,98937.0,42298.25,C1430574684,0.0,56638.75,0,0,1,98937.0
691,CASH_OUT,32935.25,C2017409191,32935.25,0.0,C1772041191,0.0,32935.25,1,0,1,32935.25
207,CASH_OUT,400356.88,C139167305,43012.0,0.0,C901221475,0.0,400356.88,0,0,1,43012.0
33,PAYMENT,27644.56,C2112884222,20416.0,0.0,M1105781181,0.0,0.0,0,1,0,20416.0
179,CASH_OUT,333525.49,C587545662,13423.0,0.0,C1594419396,10666.13,344191.62,0,0,1,2756.870000000001
542,CASH_OUT,9494.15,C1066036919,29848.0,20353.85,C423733860,1497283.18,1506777.33,0,0,1,1467435.18
599,CASH_OUT,90379.49,C824881081,12992.96,0.0,C1846613186,4936890.36,5027269.85,0,0,1,4923897.4
326,CASH_OUT,159119.05,C814668440,0.0,0.0,C839431155,372902.72,532021.77,0,0,1,372902.72
305,CASH_OUT,259665.09,C205038451,51828.0,0.0,C1334013457,2904019.73,3163684.83,0,0,1,2852191.73
304,PAYMENT,38274.65,C1312328366,0.0,0.0,M1834984842,0.0,0.0,0,1,0,0.0
372,CASH_OUT,144485.85,C1335513544,81715.0,0.0,C1338903268,15950.17,160436.02,0,0,1,65764.83
228,CASH_IN,56024.85,C1155655828,1579616.69,1635641.54,C224149370,5292171.64,5236146.79,0,0,0,3712554.9499999997
570,PAYMENT,930.04,C1756943465,0.0,0.0,M1048703550,0.0,0.0,0,1,0,0.0
325,TRANSFER,30846.84,C913635242,30846.84,0.0,C282425253,0.0,0.0,1,0,1,30846.84
598,TRANSFER,5566368.02,C94269091,5566368.02,0.0,C2096924215,0.0,0.0,1,0,1,5566368.02
329,PAYMENT,35304.4,C1635405122,91639.0,56334.6,M1199625738,0.0,0.0,0,1,0,91639.0
164,PAYMENT,10362.27,C560384998,142560.99,132198.72,M1018343005,0.0,0.0,0,1,0,142560.99
573,CASH_OUT,71591.12,C937231676,22305.0,0.0,C1532926104,225784.53,297375.65,0,0,1,203479.53
358,CASH_OUT,226201.25,C500072442,0.0,0.0,C2013628175,369501.11,595702.37,0,0,1,369501.11
62,TRANSFER,407833.62,C1585122257,407833.62,0.0,C645113065,0.0,0.0,1,0,1,407833.62
19,CASH_OUT,134950.64,C1144781389,20105.0,0.0,C1332787120,656369.81,791320.45,0,0,1,636264.81
255,PAYMENT,9000.42,C1183419479,0.0,0.0,M164931588,0.0,0.0,0,1,0,0.0
230,CASH_OUT,263121.93,C313586729,0.0,0.0,C1011109339,544315.05,807436.98,0,0,1,544315.05
373,CASH_IN,422558.65,C1398244976,2108099.35,2530657.99,C595011530,615282.26,192723.61,0,0,0,1492817.09
140,TRANSFER,6783.47,C2103265286,6783.47,0.0,C1983881188,0.0,0.0,1,0,1,6783.47
305,TRANSFER,1754597.44,C276718485,1754597.44,0.0,C1947776397,0.0,0.0,1,0,1,1754597.44
16,PAYMENT,3496.05,C916258739,8173.46,4677.4,M1492926859,0.0,0.0,0,1,0,8173.46
347,CASH_OUT,65920.55,C1332385108,11091.0,0.0,C1232987679,17432.31,83352.86,0,0,1,6341.310000000001
282,TRANSFER,1142860.01,C1236247325,0.0,0.0,C936796036,1216992.66,2359852.67,0,0,1,1216992.66
160,TRANSFER,183445.38,C1742291180,0.0,0.0,C1660507242,6366393.51,6549838.89,0,0,1,6366393.51
301,CASH_OUT,229100.69,C620707220,20703.0,0.0,C1810413239,354635.17,583735.87,0,0,1,333932.17
395,CASH_OUT,104470.34,C660783143,16915.0,0.0,C1893975441,224853.53,329323.87,0,0,1,207938.53
290,CASH_IN,105877.79,C1331652785,2774146.98,2880024.77,C169714695,446137.78,340259.99,0,0,0,2328009.2
403,TRANSFER,206759.95,C922133038,9091.0,0.0,C2025236630,172630.33,379390.28,0,0,1,163539.33
137,PAYMENT,8632.52,C743124115,0.0,0.0,M690287945,0.0,0.0,0,1,0,0.0
282,CASH_IN,113898.84,C1761850367,10247266.68,10361165.53,C1310181252,265294.63,151395.79,0,0,0,9981972.049999999
11,PAYMENT,20139.86,C901012219,0.0,0.0,M1603075040,0.0,0.0,0,1,0,0.0
45,CASH_OUT,143123.22,C1144757939,302318.0,159194.78,C1903423539,568567.1,711690.31,0,0,1,266249.1
138,CASH_OUT,68958.51,C693188414,0.0,0.0,C1305206206,145298.88,214257.4,0,0,1,145298.88
158,CASH_OUT,358229.38,C595279645,21127.0,0.0,C834047596,0.0,358229.38,0,0,1,21127.0
274,TRANSFER,982414.06,C837087174,982414.06,0.0,C2003416160,0.0,0.0,1,0,1,982414.06
350,DEBIT,3281.5,C1887878016,28439.0,25157.5,C808924837,155773.91,159055.42,0,1,0,127334.91
378,PAYMENT,36950.76,C242560129,0.0,0.0,M2132887754,0.0,0.0,0,1,0,0.0
43,CASH_IN,197123.11,C1370660036,0.0,197123.11,C2026315441,12884118.49,12686995.38,0,0,0,12884118.49
235,TRANSFER,1369544.19,C1336273672,1369544.19,0.0,C1534512884,0.0,0.0,1,0,1,1369544.19
2,CASH_OUT,1096187.24,C77163673,1096187.24,0.0,C644345897,0.0,1096187.24,1,0,1,1096187.24
346,CASH_OUT,221321.87,C1410223005,25206.0,0.0,C1998690667,1778061.25,1999383.13,0,0,1,1752855.25
131,CASH_OUT,330944.22,C1228974915,0.0,0.0,C1485034389,970342.57,1301286.79,0,0,1,970342.57
273,CASH_IN,47889.15,C1958898955,5424481.7,5472370.85,C1235336315,284413.64,236524.49,0,0,0,5140068.0600000005
406,TRANSFER,2426076.89,C64180102,2426076.89,0.0,C902434449,0.0,0.0,1,0,1,2426076.89
309,PAYMENT,12343.96,C1736533942,0.0,0.0,M49552858,0.0,0.0,0,1,0,0.0
518,CASH_OUT,167294.58,C1995904427,41270.0,0.0,C793377256,1169489.44,1336784.02,0,0,1,1128219.44
352,CASH_IN,159798.93,C1260598470,5336477.22,5496276.15,C1339235554,479033.39,319234.46,0,0,0,4857443.83
181,PAYMENT,3325.36,C1054374370,0.0,0.0,M411510279,0.0,0.0,0,1,0,0.0
330,PAYMENT,1961.86,C1502345731,0.0,0.0,M198076240,0.0,0.0,0,1,0,0.0
330,PAYMENT,23768.57,C341896442,705.0,0.0,M190065520,0.0,0.0,0,1,0,705.0
211,CASH_OUT,58528.62,C411043016,2044.0,0.0,C1832936189,5770348.15,5828876.78,0,0,1,5768304.15
156,CASH_OUT,773696.12,C1433143249,773696.12,0.0,C2122364089,0.0,773696.12,1,0,1,773696.12
185,CASH_OUT,19404.45,C1640732829,167248.55,147844.1,C455560652,1496064.89,1515469.34,0,0,1,1328816.3399999999
449,TRANSFER,166880.54,C692202599,166880.54,0.0,C1404927892,0.0,0.0,1,0,1,166880.54
189,TRANSFER,32676.96,C1954412573,0.0,0.0,C643581004,1339776.79,1372453.75,0,0,1,1339776.79
393,PAYMENT,11442.15,C2137640583,44336.0,32893.85,M848034827,0.0,0.0,0,1,0,44336.0
177,PAYMENT,281.99,C1303448505,0.0,0.0,M1403330146,0.0,0.0,0,1,0,0.0
160,CASH_OUT,10000000.0,C525906402,10000000.0,0.0,C43869769,2145275.47,12145275.47,1,0,1,7854724.529999999
227,PAYMENT,40886.72,C1939144644,0.0,0.0,M457800578,0.0,0.0,0,1,0,0.0
159,PAYMENT,29768.52,C1158998124,1581.0,0.0,M2120497911,0.0,0.0,0,1,0,1581.0
307,PAYMENT,25030.03,C1070032929,0.0,0.0,M1577764991,0.0,0.0,0,1,0,0.0
379,CASH_OUT,29631.42,C1598666339,0.0,0.0,C836309524,2113837.72,2143469.14,0,0,1,2113837.72
20,CASH_OUT,5457.7,C592718298,9351.0,3893.3,C1519510551,624220.12,629677.81,0,0,1,614869.12
135,CASH_OUT,255101.02,C1338373565,0.0,0.0,C1052798010,2076851.34,2331952.36,0,0,1,2076851.34
380,TRANSFER,49076.27,C955833247,49076.27,0.0,C517854187,0.0,0.0,1,0,1,49076.27
259,CASH_IN,87882.08,C400430851,14637.0,102519.08,C1450816631,412811.5,324929.42,0,0,0,398174.5
139,PAYMENT,261.04,C2009538366,55348.29,55087.26,M1741307387,0.0,0.0,0,1,0,55348.29
436,CASH_OUT,1532229.72,C685396140,1532229.72,0.0,C961098321,89278.84,1621508.56,1,0,1,1442950.88
385,CASH_OUT,627088.33,C1637164849,627088.33,0.0,C1984867155,594476.39,1221564.72,1,0,1,32611.939999999944
44,PAYMENT,10514.34,C352039410,0.0,0.0,M1600783164,0.0,0.0,0,1,0,0.0
162,PAYMENT,8081.74,C385083851,52754.0,44672.26,M596899574,0.0,0.0,0,1,0,52754.0
352,CASH_OUT,2111475.81,C433434027,2111475.81,0.0,C916183053,0.0,2111475.81,1,0,1,2111475.81
131,CASH_IN,285763.95,C846358108,1163.0,286926.95,C840839680,20919.8,0.0,0,0,0,19756.8
307,CASH_IN,260440.52,C642498055,2321648.78,2582089.3,C1485007184,350196.19,89755.67,0,0,0,1971452.5899999999
304,PAYMENT,53520.09,C984349286,0.0,0.0,M560975552,0.0,0.0,0,1,0,0.0
94,CASH_OUT,200926.6,C2023695724,0.0,0.0,C1252380651,1328470.8,1529397.4,0,0,1,1328470.8
9,CASH_IN,395598.15,C487327867,0.0,395598.15,C1308739269,1728504.69,1357207.06,0,0,0,1728504.69
209,TRANSFER,7044227.89,C16402858,7044227.89,0.0,C2025262313,0.0,0.0,1,0,1,7044227.89
589,CASH_IN,16916.81,C965379058,370.0,17286.81,C1957879079,0.0,0.0,0,0,0,370.0
266,TRANSFER,10000000.0,C1749184895,25494862.93,15494862.93,C1827220106,0.0,0.0,1,0,1,25494862.93
330,CASH_IN,8783.51,C1924760557,207757.28,216540.79,C244416774,30856511.91,30847728.4,0,0,0,30648754.63
7,PAYMENT,3039.49,C1976486583,20040.0,17000.51,M2126255629,0.0,0.0,0,1,0,20040.0
368,TRANSFER,200419.12,C197020106,200419.12,0.0,C1227889272,0.0,0.0,1,0,1,200419.12
191,PAYMENT,1527.22,C1200975963,20201.0,18673.78,M1027457394,0.0,0.0,0,1,0,20201.0
297,CASH_OUT,77206.77,C730211394,0.0,0.0,C1254526270,8335144.35,7969041.33,0,0,1,8335144.35
557,CASH_OUT,3571807.73,C458467003,3571807.73,0.0,C837210602,527694.86,4099502.59,1,0,1,3044112.87
226,TRANSFER,9960382.4,C427148786,9960382.4,0.0,C1532977706,0.0,0.0,1,0,1,9960382.4
155,CASH_IN,112505.39,C289278485,12589243.18,12701748.57,C555299004,880214.87,767709.48,0,0,0,11709028.31
286,PAYMENT,2428.45,C1126553409,45608.6,43180.15,M873351712,0.0,0.0,0,1,0,45608.6
327,CASH_IN,411602.08,C514041021,175078.0,586680.08,C1385717531,140668.16,0.0,0,0,0,34409.84
501,CASH_OUT,185391.82,C414975710,185391.82,0.0,C1058395716,0.0,185391.82,1,0,1,185391.82
235,CASH_IN,280368.55,C1185812139,1927.0,282295.55,C1791696963,139399.17,0.0,0,0,0,137472.17
298,PAYMENT,43314.59,C473628539,0.0,0.0,M1728650289,0.0,0.0,0,1,0,0.0
181,CASH_OUT,252189.32,C1835922143,252189.32,0.0,C705527703,310145.69,562335.01,1,0,1,57956.369999999995
380,CASH_OUT,178732.11,C1619791789,0.0,0.0,C1484251769,1075359.26,1254091.37,0,0,1,1075359.26
205,TRANSFER,1639441.67,C1230610143,0.0,0.0,C803933143,4256586.11,5896027.79,0,0,1,4256586.11
74,CASH_OUT,2451423.58,C1267904754,2451423.58,0.0,C858620596,4870.65,2456294.22,1,0,1,2446552.93
37,TRANSFER,444210.02,C1278899464,0.0,0.0,C173674973,564554.14,1008764.16,0,0,1,564554.14
395,CASH_IN,104449.15,C125121397,8698.0,113147.15,C1682103841,8613828.6,8509379.45,0,0,0,8605130.6
615,TRANSFER,8931550.69,C1634206825,8931550.69,0.0,C977366743,0.0,0.0,1,0,1,8931550.69
104,TRANSFER,306833.41,C1531491177,306833.41,0.0,C495237092,0.0,0.0,1,0,1,306833.41
180,CASH_OUT,43182.93,C99301062,52603.0,9420.07,C1551989694,0.0,43182.93,0,0,1,52603.0
278,PAYMENT,8806.57,C1479362726,4449.0,0.0,M1774561338,0.0,0.0,0,1,0,4449.0
301,CASH_IN,43565.91,C1082735089,15602.0,59167.91,C77506175,0.0,0.0,0,0,0,15602.0
262,PAYMENT,4708.94,C293160622,0.0,0.0,M1027136025,0.0,0.0,0,1,0,0.0
536,TRANSFER,624686.04,C1401632766,624686.04,0.0,C1786081115,0.0,0.0,1,0,1,624686.04
363,CASH_OUT,2115503.99,C429080055,2115503.99,0.0,C1734499928,0.0,2115503.99,1,0,1,2115503.99
306,CASH_OUT,55119.09,C545703042,103774.0,48654.91,C128031823,0.0,55119.09,0,0,1,103774.0
159,PAYMENT,7169.65,C976413639,610962.0,603792.35,M238555612,0.0,0.0,0,1,0,610962.0
275,PAYMENT,8408.98,C1856487932,30142.0,21733.02,M1642080239,0.0,0.0,0,1,0,30142.0
129,TRANSFER,89737.77,C1422974406,0.0,0.0,C1199456928,290292.63,449606.13,0,0,1,290292.63
300,TRANSFER,1236264.45,C2125927202,102473.0,0.0,C798174070,5731930.79,6968195.24,0,0,1,5629457.79
376,CASH_OUT,69442.84,C1542869375,11892.0,0.0,C1350373350,0.0,69442.84,0,0,1,11892.0
41,CASH_OUT,181284.31,C1126470622,30817.0,0.0,C596251461,86202.58,267486.9,0,0,1,55385.58
17,PAYMENT,10491.16,C110532507,0.0,0.0,M1865751965,0.0,0.0,0,1,0,0.0
361,CASH_IN,240617.57,C772955529,6118437.38,6359054.95,C1975029780,490414.78,249797.21,0,0,0,5628022.6
19,PAYMENT,7208.64,C1554329206,0.0,0.0,M1674791440,0.0,0.0,0,1,0,0.0
164,CASH_OUT,47569.98,C428162838,31642.0,0.0,C589210374,0.0,47569.98,0,0,1,31642.0
563,TRANSFER,1565621.39,C1835277194,1565621.39,0.0,C372825955,0.0,0.0,1,0,1,1565621.39
413,TRANSFER,115085.31,C2039186549,115085.31,0.0,C544794295,0.0,0.0,1,0,1,115085.31
182,PAYMENT,15315.59,C1503358453,10252.0,0.0,M972474810,0.0,0.0,0,1,0,10252.0
238,CASH_IN,78446.71,C583139350,7078.0,85524.71,C781608644,78356.21,0.0,0,0,0,71278.21
165,CASH_OUT,110911.87,C172684477,754907.0,643995.13,C549416182,0.0,110911.87,0,0,1,754907.0
213,PAYMENT,1351.2,C1855976502,163032.68,161681.48,M1553399331,0.0,0.0,0,1,0,163032.68
395,PAYMENT,2272.61,C1265813731,1249.0,0.0,M391232929,0.0,0.0,0,1,0,1249.0
354,PAYMENT,2435.44,C1521727067,10737.0,8301.56,M2044029740,0.0,0.0,0,1,0,10737.0
333,TRANSFER,1861928.35,C1160054760,1861928.35,0.0,C223760078,0.0,0.0,1,0,1,1861928.35
379,CASH_OUT,15555.93,C2127210425,3117.0,0.0,C934567448,61118.71,76674.64,0,0,1,58001.71
707,TRANSFER,226402.77,C1176671535,226402.77,0.0,C385619809,0.0,0.0,1,0,1,226402.77
304,CASH_IN,300242.37,C1191883746,4838657.01,5138899.38,C624518076,10329477.29,10029234.92,0,0,0,5490820.279999999
